filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
image_26.jpeg,43393,"{}",5,1,"{""name"":""rect"",""x"":184,""y"":155,""width"":76,""height"":115}","{}"
image_26.jpeg,43393,"{}",5,2,"{""name"":""rect"",""x"":276,""y"":154,""width"":82,""height"":118}","{}"
image_26.jpeg,43393,"{}",5,3,"{""name"":""rect"",""x"":375,""y"":136,""width"":81,""height"":113}","{}"
image_26.jpeg,43393,"{}",5,4,"{""name"":""rect"",""x"":471,""y"":136,""width"":85,""height"":115}","{}"
image_25.jpeg,43901,"{}",6,0,"{""name"":""rect"",""x"":67,""y"":168,""width"":91,""height"":126}","{}"
image_25.jpeg,43901,"{}",6,1,"{""name"":""rect"",""x"":171,""y"":167,""width"":89,""height"":126}","{}"
image_25.jpeg,43901,"{}",6,2,"{""name"":""rect"",""x"":272,""y"":168,""width"":93,""height"":126}","{}"
image_25.jpeg,43901,"{}",6,3,"{""name"":""rect"",""x"":378,""y"":167,""width"":90,""height"":124}","{}"
image_25.jpeg,43901,"{}",6,4,"{""name"":""rect"",""x"":236,""y"":428,""width"":66,""height"":110}","{}"
image_25.jpeg,43901,"{}",6,5,"{""name"":""rect"",""x"":308,""y"":431,""width"":94,""height"":113}","{}"
image_24.jpeg,55632,"{}",0,0,"{}","{}"
image_23.jpeg,51864,"{}",6,0,"{""name"":""rect"",""x"":285,""y"":486,""width"":28,""height"":43}","{}"
image_23.jpeg,51864,"{}",6,1,"{""name"":""rect"",""x"":317,""y"":487,""width"":31,""height"":38}","{}"
image_23.jpeg,51864,"{}",6,2,"{""name"":""rect"",""x"":59,""y"":403,""width"":25,""height"":45}","{}"
image_23.jpeg,51864,"{}",6,3,"{""name"":""rect"",""x"":29,""y"":403,""width"":26,""height"":41}","{}"
image_23.jpeg,51864,"{}",6,4,"{""name"":""rect"",""x"":44,""y"":95,""width"":26,""height"":41}","{}"
image_23.jpeg,51864,"{}",6,5,"{""name"":""rect"",""x"":13,""y"":94,""width"":27,""height"":41}","{}"
image_22.jpeg,42960,"{}",5,0,"{""name"":""rect"",""x"":144,""y"":257,""width"":75,""height"":106}","{}"
image_22.jpeg,42960,"{}",5,1,"{""name"":""rect"",""x"":221,""y"":258,""width"":74,""height"":106}","{}"
image_22.jpeg,42960,"{}",5,2,"{""name"":""rect"",""x"":296,""y"":258,""width"":75,""height"":105}","{}"
image_22.jpeg,42960,"{}",5,3,"{""name"":""rect"",""x"":374,""y"":258,""width"":73,""height"":107}","{}"
image_22.jpeg,42960,"{}",5,4,"{""name"":""rect"",""x"":451,""y"":258,""width"":74,""height"":107}","{}"
image_21.jpeg,27328,"{}",3,0,"{""name"":""rect"",""x"":144,""y"":246,""width"":69,""height"":94}","{}"
image_21.jpeg,27328,"{}",3,1,"{""name"":""rect"",""x"":218,""y"":246,""width"":65,""height"":89}","{}"
image_21.jpeg,27328,"{}",3,2,"{""name"":""rect"",""x"":283,""y"":247,""width"":71,""height"":91}","{}"
image_20.jpeg,38785,"{}",0,0,"{}","{}"
image_19.jpeg,38749,"{}",4,0,"{""name"":""rect"",""x"":316,""y"":274,""width"":127,""height"":189}","{}"
image_19.jpeg,38749,"{}",4,1,"{""name"":""rect"",""x"":270,""y"":285,""width"":42,""height"":100}","{}"
image_19.jpeg,38749,"{}",4,2,"{""name"":""rect"",""x"":227,""y"":296,""width"":41,""height"":85}","{}"
image_19.jpeg,38749,"{}",4,3,"{""name"":""rect"",""x"":189,""y"":328,""width"":34,""height"":44}","{}"
image_18.jpeg,42815,"{}",5,0,"{""name"":""rect"",""x"":139,""y"":251,""width"":68,""height"":108}","{}"
image_18.jpeg,42815,"{}",5,1,"{""name"":""rect"",""x"":216,""y"":252,""width"":71,""height"":103}","{}"
image_18.jpeg,42815,"{}",5,2,"{""name"":""rect"",""x"":291,""y"":252,""width"":77,""height"":101}","{}"
image_18.jpeg,42815,"{}",5,3,"{""name"":""rect"",""x"":370,""y"":254,""width"":70,""height"":100}","{}"
image_18.jpeg,42815,"{}",5,4,"{""name"":""rect"",""x"":449,""y"":251,""width"":68,""height"":104}","{}"
image_17.jpeg,42484,"{}",5,0,"{""name"":""rect"",""x"":143,""y"":250,""width"":71,""height"":103}","{}"
image_17.jpeg,42484,"{}",5,1,"{""name"":""rect"",""x"":220,""y"":247,""width"":73,""height"":106}","{}"
image_17.jpeg,42484,"{}",5,2,"{""name"":""rect"",""x"":299,""y"":249,""width"":72,""height"":105}","{}"
image_17.jpeg,42484,"{}",5,3,"{""name"":""rect"",""x"":373,""y"":249,""width"":73,""height"":105}","{}"
image_17.jpeg,42484,"{}",5,4,"{""name"":""rect"",""x"":450,""y"":247,""width"":74,""height"":108}","{}"
image_16.jpeg,53144,"{}",8,0,"{""name"":""rect"",""x"":367,""y"":487,""width"":164,""height"":143}","{}"
image_16.jpeg,53144,"{}",8,1,"{""name"":""rect"",""x"":328,""y"":488,""width"":34,""height"":148}","{}"
image_16.jpeg,53144,"{}",8,2,"{""name"":""rect"",""x"":289,""y"":485,""width"":36,""height"":154}","{}"
image_16.jpeg,53144,"{}",8,3,"{""name"":""rect"",""x"":250,""y"":485,""width"":36,""height"":154}","{}"
image_16.jpeg,53144,"{}",8,4,"{""name"":""rect"",""x"":211,""y"":489,""width"":39,""height"":148}","{}"
image_16.jpeg,53144,"{}",8,5,"{""name"":""rect"",""x"":174,""y"":489,""width"":34,""height"":144}","{}"
image_16.jpeg,53144,"{}",8,6,"{""name"":""rect"",""x"":135,""y"":496,""width"":39,""height"":136}","{}"
image_16.jpeg,53144,"{}",8,7,"{""name"":""rect"",""x"":98,""y"":496,""width"":39,""height"":141}","{}"
image_15.jpeg,74398,"{}",0,0,"{}","{}"
image_14.jpeg,92226,"{}",0,0,"{}","{}"
image_13.jpeg,61566,"{}",0,0,"{}","{}"
image_12.jpeg,82322,"{}",0,0,"{}","{}"
image_11.jpeg,30410,"{}",3,0,"{""name"":""rect"",""x"":123,""y"":271,""width"":81,""height"":100}","{}"
image_11.jpeg,30410,"{}",3,1,"{""name"":""rect"",""x"":208,""y"":272,""width"":71,""height"":99}","{}"
image_11.jpeg,30410,"{}",3,2,"{""name"":""rect"",""x"":285,""y"":274,""width"":69,""height"":102}","{}"
image_10.jpeg,53733,"{}",0,0,"{}","{}"
image_9.jpeg,70033,"{}",0,0,"{}","{}"
image_8.jpeg,65593,"{}",5,0,"{""name"":""rect"",""x"":170,""y"":447,""width"":37,""height"":52}","{}"
image_8.jpeg,65593,"{}",5,1,"{""name"":""rect"",""x"":209,""y"":446,""width"":32,""height"":51}","{}"
image_8.jpeg,65593,"{}",5,2,"{""name"":""rect"",""x"":243,""y"":446,""width"":39,""height"":48}","{}"
image_8.jpeg,65593,"{}",5,3,"{""name"":""rect"",""x"":282,""y"":446,""width"":34,""height"":48}","{}"
image_8.jpeg,65593,"{}",5,4,"{""name"":""rect"",""x"":611,""y"":456,""width"":25,""height"":49}","{}"
image_7.jpeg,46432,"{}",0,0,"{}","{}"
image_6.jpeg,61111,"{}",0,0,"{}","{}"
image_5.jpeg,25394,"{}",2,0,"{""name"":""rect"",""x"":258,""y"":455,""width"":60,""height"":44}","{}"
image_5.jpeg,25394,"{}",2,1,"{""name"":""rect"",""x"":318,""y"":451,""width"":59,""height"":51}","{}"
image_4.jpeg,46067,"{}",0,0,"{}","{}"
image_3.jpeg,66715,"{}",0,0,"{}","{}"
image_2.jpeg,47573,"{}",5,0,"{""name"":""rect"",""x"":87,""y"":245,""width"":73,""height"":99}","{}"
image_2.jpeg,47573,"{}",5,1,"{""name"":""rect"",""x"":167,""y"":246,""width"":70,""height"":97}","{}"
image_2.jpeg,47573,"{}",5,2,"{""name"":""rect"",""x"":244,""y"":243,""width"":74,""height"":104}","{}"
image_2.jpeg,47573,"{}",5,3,"{""name"":""rect"",""x"":346,""y"":421,""width"":72,""height"":104}","{}"
image_2.jpeg,47573,"{}",5,4,"{""name"":""rect"",""x"":316,""y"":416,""width"":29,""height"":103}","{}"
image_1.jpeg,53553,"{}",5,0,"{""name"":""rect"",""x"":103,""y"":327,""width"":39,""height"":57}","{}"
image_1.jpeg,53553,"{}",5,1,"{""name"":""rect"",""x"":147,""y"":327,""width"":40,""height"":58}","{}"
image_1.jpeg,53553,"{}",5,2,"{""name"":""rect"",""x"":191,""y"":327,""width"":41,""height"":57}","{}"
image_1.jpeg,53553,"{}",5,3,"{""name"":""rect"",""x"":171,""y"":454,""width"":42,""height"":48}","{}"
image_1.jpeg,53553,"{}",5,4,"{""name"":""rect"",""x"":215,""y"":457,""width"":41,""height"":43}","{}"
image_0.jpeg,56328,"{}",4,0,"{""name"":""rect"",""x"":372,""y"":278,""width"":49,""height"":67}","{}"
image_0.jpeg,56328,"{}",4,1,"{""name"":""rect"",""x"":426,""y"":279,""width"":45,""height"":68}","{}"
image_0.jpeg,56328,"{}",4,2,"{""name"":""rect"",""x"":478,""y"":279,""width"":46,""height"":65}","{}"
image_0.jpeg,56328,"{}",4,3,"{""name"":""rect"",""x"":530,""y"":280,""width"":44,""height"":65}","{}"
